machine,cash_count,cash_amount,credit_count,credit_amount,total_count,total_revenue,date
CGG_AP21-AU,318,651.75,53,197.40,371,849.15,20141201
CGG_BC13-AU,87,446.75,72,426.60,159,873.35,20141201
CGG_BC14-AU,118,571.10,130,772.60,248,1343.70,20141201
CGG_BC21-AU,287,1089.90,196,2134.95,483,3224.85,20141201
CGG_BC41-AU,298,1172.15,163,949.85,461,2122.00,20141201
CGG_BC42-AU,104,462.80,67,383.50,171,846.30,20141201
CGG_BC43-AU,281,1038.55,263,1520.20,544,2558.75,20141201
CGG_BR14-AU,81,256.15,13,54.35,94,310.50,20141201
CGG_BR15-AU,179,496.25,78,332.45,257,828.70,20141201
CGG_BR16-AU,229,482.80,30,121.25,259,604.05,20141201
CGG_BR22-AU,521,1308.60,109,389.80,630,1698.40,20141201
CGG_BR23-AU,615,1755.75,227,1198.45,842,2954.20,20141201
CGG_BR26-AU,762,1839.55,127,448.60,889,2288.15,20141201
CGG_BR31-AU,1005,2690.45,165,774.90,1170,3465.35,20141201
CGG_BR32-AU,890,2140.05,77,278.05,967,2418.10,20141201
CGG_BR33-AU,309,835.25,35,169.35,344,1004.60,20141201
CGG_BR34-AU,1402,3149.55,125,400.45,1527,3550.00,20141201
CGG_BR35-AU,1156,3179.05,155,690.40,1311,3869.45,20141201
CGG_BR41-AU,177,740.05,114,663.95,291,1404.00,20141201
CGG_BR42-AU,703,2014.70,150,649.95,853,2664.65,20141201
CGG_BR43-AU,132,560.60,94,552.50,226,1113.10,20141201
CGG_BR44-AU,368,1117.05,72,293.75,440,1410.80,20141201
CGG_BR45-AU,150,663.40,136,787.05,286,1450.45,20141201
CGG_BS11-AU,209,994.85,169,1002.75,378,1997.60,20141201
CGG_BS12-AU,528,1669.75,116,538.00,644,2207.75,20141201
CGG_BS13-AU,138,703.40,152,883.55,290,1586.95,20141201
CGG_BS16-AU,131,526.50,130,755.75,261,1282.25,20141201
CGG_BS17-AU,597,1936.90,103,819.20,700,2756.10,20141201
CGG_BS18-AU,578,1672.40,128,600.35,706,2272.75,20141201
CGG_BS21-AU,1430,3318.95,122,442.35,1552,3761.30,20141201
CGG_BS22-AU,971,2076.10,60,196.75,1031,2272.85,20141201
CGG_BS23-AU,982,2263.75,77,247.45,1059,2511.20,20141201
CGG_BS24-AU,1170,2393.85,101,296.65,1271,2690.50,20141201
CGG_BS25-AU,1242,2922.95,144,510.45,1386,3433.40,20141201
CGG_BS26-AU,1848,4261.50,178,582.25,2026,4843.75,20141201
CGG_BS27-AU,1990,5246.70,176,638.50,2166,5885.20,20141201
CGG_BS29-AU,819,2361.85,102,412.45,921,2774.30,20141201
CGG_BS31-AU,682,1936.95,76,290.50,758,2227.45,20141201
CGG_BS32-AU,1046,2882.05,106,381.05,1152,3263.10,20141201
CGG_BS34-AU,132,379.90,13,53.75,145,433.65,20141201
CGG_BS35-AU,749,2153.95,64,237.45,813,2391.40,20141201
CGG_BS36-AU,1756,5021.80,219,869.05,1975,5890.85,20141201
CGG_BS37-AU,1614,4672.85,178,662.30,1792,5335.15,20141201
CGG_BS51-AU,544,2037.40,121,651.75,665,2689.15,20141201
CGG_BS52-AU,284,1053.70,58,324.30,342,1378.00,20141201
CGG_BS53-AU,369,1413.50,90,516.15,459,1929.65,20141201
CGG_BS54-AU,500,1955.45,78,410.60,578,2366.05,20141201
CGG_CCX1-AU,141,687.60,205,2794.20,346,3481.80,20141201
CGG_CCX2-AU,183,1098.80,146,1872.40,329,2971.20,20141201
CGG_CCX3-AU,27,147.30,31,371.20,58,518.50,20141201
CGG_CCX4-AU,21,134.80,20,307.50,41,442.30,20141201
CGG_CCX5-AU,184,1573.95,146,2059.30,330,3633.25,20141201
CGG_CCX6-AU,41,245.35,62,940.60,103,1185.95,20141201
CGG_CL11-AU,829,2152.40,126,475.55,955,2627.95,20141201
CGG_CLX2-AU,990,2217.60,113,412.45,1103,2630.05,20141201
CGG_CPX1-AU,1891,6008.15,450,2157.50,2341,8165.65,20141201
CGG_CPX2-AU,1403,4605.55,305,1479.10,1708,6084.65,20141201
CGG_CS21-AU,902,2767.95,173,937.35,1075,3705.30,20141201
CGG_CS22-AU,608,1481.75,117,435.45,725,1917.20,20141201
CGG_CUX2-AU,276,741.10,68,264.85,344,1005.95,20141201
CGG_EB29-AU,509,1526.60,91,414.85,600,1941.45,20141201
CGG_EB31-AU,660,1896.35,103,436.70,763,2333.05,20141201
CGG_EB32-AU,843,2283.80,106,449.95,949,2733.75,20141201
CGG_EB33-AU,1330,3864.55,197,854.70,1527,4719.25,20141201
CGG_EB34-AU,457,1192.90,71,248.70,528,1441.60,20141201
CGG_EB35-AU,1201,3564.10,222,1019.10,1423,4583.20,20141201
CGG_EB36-AU,1229,3671.90,194,875.40,1423,4547.30,20141201
CGG_EB41-AU,798,2593.60,148,1159.35,946,3752.95,20141201
CGG_EB42-AU,164,645.95,102,594.25,266,1240.20,20141201
CGG_EB44-AU,134,529.65,134,788.50,268,1318.15,20141201
CGG_EB46-AU,127,567.95,91,522.95,218,1090.90,20141201
CGG_FM21-AU,421,1589.40,124,1306.25,545,2895.65,20141201
CGG_FM22-AU,316,1136.70,186,2339.30,502,3476.00,20141201
CGG_FM23-AU,293,1079.75,287,3559.20,580,4638.95,20141201
CGG_FM24-AU,337,1136.45,182,2451.85,519,3588.30,20141201
CGG_FS21-AU,311,1012.15,116,1154.25,427,2166.40,20141201
CGG_FS22-AU,215,617.35,50,235.55,265,852.90,20141201
CGG_FS23-AU,154,528.70,130,1669.85,284,2198.55,20141201
CGG_FS24-AU,275,693.40,64,330.60,339,1024.00,20141201
CGG_FS25-AU,342,945.15,85,456.80,427,1401.95,20141201
CGG_FS26-AU,291,812.10,76,378.10,367,1190.20,20141201
CGG_FS31-AU,726,1570.35,71,243.65,797,1814.00,20141201
CGG_FS32-AU,854,1991.00,99,348.60,953,2339.60,20141201
CGG_FS33-AU,1433,2818.80,94,278.60,1527,3097.40,20141201
CGG_GC13-AU,195,880.00,137,796.95,332,1676.95,20141201
CGG_GH11-AU,94,306.75,23,100.00,117,406.75,20141201
CGG_GH15-AU,198,593.85,58,256.20,256,850.05,20141201
CGG_GH21-AU,451,904.75,52,162.40,503,1067.15,20141201
CGG_GH23-AU,993,1829.10,143,481.60,1136,2310.70,20141201
CGG_GH24-AU,1561,2941.65,156,531.60,1717,3473.25,20141201
CGG_GH31-AU,1440,2572.10,132,424.10,1572,2996.20,20141201
CGG_GH32-AU,937,1753.50,114,393.00,1051,2146.50,20141201
CGG_GH33-AU,616,1483.90,57,228.60,673,1712.50,20141201
CGG_GH34-AU,945,2147.90,59,183.65,1004,2331.55,20141201
CGG_GH36-AU,1046,2454.20,64,219.30,1110,2673.50,20141201
CGG_GHX1-AU,728,2511.60,175,943.70,903,3455.30,20141201
CGG_GHX3-AU,434,1312.35,108,641.85,542,1954.20,20141201
CGG_GHX5-AU,348,1229.25,134,771.75,482,2001.00,20141201
CGG_GM11-AU,111,370.95,55,254.35,166,625.30,20141201
CGG_GM16-AU,148,457.35,38,161.25,186,618.60,20141201
CGG_HAY1-AU,322,2360.00,779,6830.15,1101,9190.15,20141201
CGG_HAY2-AU,392,2678.90,652,5748.30,1044,8427.20,20141201
CGG_HAY3-AU,809,3602.50,587,4954.70,1396,8557.20,20141201
CGG_JSX1-AU,1094,2476.50,116,378.00,1210,2854.50,20141201
CGG_JSX2-AU,1031,2263.00,143,491.65,1174,2754.65,20141201
CGG_LM11-AU,725,1440.60,107,390.35,832,1830.95,20141201
CGG_LM12-AU,640,988.05,41,92.95,681,1081.00,20141201
CGG_LM13-AU,0,0.00,0,0.00,0,0.00,20141201
CGG_LM14-AU,343,512.75,31,116.85,374,629.60,20141201
CGG_LM15-AU,492,987.65,47,175.55,539,1163.20,20141201
CGG_LM16-AU,861,1678.50,115,416.70,976,2095.20,20141201
CGG_LM30-AU,866,1703.80,65,188.60,931,1892.40,20141201
CGG_LM32-AU,1413,2503.80,94,268.55,1507,2772.35,20141201
CGG_LM41-AU,1204,2199.05,86,234.05,1290,2433.10,20141201
CGG_LM42-AU,1079,1986.10,65,181.75,1144,2167.85,20141201
CGG_LM43-AU,1546,2276.75,71,175.25,1617,2452.00,20141201
CGG_LM44-AU,1902,3013.70,119,347.20,2021,3360.90,20141201
CGG_LMX2-AU,170,604.10,106,1168.05,276,1772.15,20141201
CGG_LR11-AU,814,1728.80,61,215.55,875,1944.35,20141201
CGG_LR12-AU,1235,2484.35,99,265.90,1334,2750.25,20141201
CGG_LR13-AU,2108,4143.70,140,427.25,2248,4570.95,20141201
CGG_LR14-AU,901,1755.35,56,171.80,957,1927.15,20141201
CGG_LR15-AU,927,2208.60,120,418.60,1047,2627.20,20141201
CGG_LR16-AU,866,1972.30,122,434.30,988,2406.60,20141201
CGG_LR31-AU,318,972.60,58,306.85,376,1279.45,20141201
CGG_LR33-AU,541,1554.75,132,778.65,673,2333.40,20141201
CGG_LR43-AU,737,2076.55,87,332.40,824,2408.95,20141201
CGG_LR47-AU,969,2925.00,160,838.05,1129,3763.05,20141201
CGG_MB11-AU,869,2047.90,79,266.70,948,2314.60,20141201
CGG_MB12-AU,1340,2983.70,137,464.80,1477,3448.50,20141201
CGG_MB13-AU,722,1638.65,58,205.55,780,1844.20,20141201
CGG_MB14-AU,808,1692.30,56,193.70,864,1886.00,20141201
CGG_MB15-AU,553,1102.50,64,208.70,617,1311.20,20141201
CGG_MB16-AU,773,1534.85,55,166.10,828,1700.95,20141201
CGG_MB17-AU,905,1833.65,156,577.90,1061,2411.55,20141201
CGG_MB23-AU,1494,2695.25,115,354.90,1609,3050.15,20141201
CGG_MB31-AU,1744,3012.70,97,281.65,1841,3294.35,20141201
CGG_MB32-AU,1609,2572.35,107,311.00,1716,2883.35,20141201
CGG_MB33-AU,1822,3179.95,106,344.15,1928,3524.10,20141201
CGG_MB34-AU,1624,2567.45,94,245.40,1718,2812.85,20141201
CGG_MB35-AU,1260,2510.00,153,540.25,1413,3050.25,20141201
CGG_MB36-AU,2280,3648.55,135,396.45,2415,4045.00,20141201
CGG_MB37-AU,1217,2187.50,109,396.05,1326,2583.55,20141201
CGG_MB38-AU,1964,3161.55,77,215.90,2041,3377.45,20141201
CGG_MB41-AU,1608,2681.95,110,327.25,1718,3009.20,20141201
CGG_MB42-AU,943,2237.90,70,233.65,1013,2471.55,20141201
CGG_MB44-AU,1042,2294.10,72,254.90,1114,2549.00,20141201
CGG_MBX1-AU,1510,4127.50,199,739.80,1709,4867.30,20141201
CGG_MBX2-AU,1166,3134.90,206,767.85,1372,3902.75,20141201
CGG_MBX4-AU,794,2047.15,145,554.90,939,2602.05,20141201
CGG_MC21-AU,1199,2845.20,143,917.25,1342,3762.45,20141201
CGG_MC22-AU,1406,3414.80,119,582.90,1525,3997.70,20141201
CGG_MC23-AU,778,2002.05,79,503.65,857,2505.70,20141201
CGG_MC31-AU,640,1431.95,87,491.10,727,1923.05,20141201
CGG_MC32-AU,291,948.75,74,429.25,365,1378.00,20141201
CGG_MC33-AU,349,1212.50,91,599.30,440,1811.80,20141201
CGG_MK31-AU,216,784.95,57,311.15,273,1096.10,20141201
CGG_MK34-AU,200,595.15,43,167.40,243,762.55,20141201
CGG_MK35-AU,115,347.35,26,129.30,141,476.65,20141201
CGG_MM41-AU,1996,3842.10,129,370.25,2125,4212.35,20141201
CGG_MS10-AU,518,989.40,46,157.45,564,1146.85,20141201
CGG_MS11-AU,1206,2420.95,100,321.15,1306,2742.10,20141201
CGG_MS12-AU,1617,2783.30,168,528.45,1785,3311.75,20141201
CGG_MS21-AU,1629,3117.75,164,491.45,1793,3609.20,20141201
CGG_MS30-AU,640,1171.80,39,111.75,679,1283.55,20141201
CGG_MS31-AU,2074,4226.15,235,769.50,2309,4995.65,20141201
CGG_MS32-AU,1370,2612.15,130,437.25,1500,3049.40,20141201
CGG_MS41-AU,951,1913.05,86,261.75,1037,2174.80,20141201
CGG_MS42-AU,1580,2561.10,134,319.25,1714,2880.35,20141201
CGG_MS43-AU,1980,3770.25,175,532.70,2155,4302.95,20141201
CGG_MS44-AU,1511,2577.25,121,320.85,1632,2898.10,20141201
CGG_MS46-AU,1392,2400.95,31,67.35,1423,2468.30,20141201
CGG_MY21-AU,911,1738.65,68,224.20,979,1962.85,20141201
CGG_MY22-AU,922,2089.65,70,246.80,992,2336.45,20141201
CGG_MY23-AU,794,1718.65,49,165.50,843,1884.15,20141201
CGG_MY24-AU,861,1971.60,62,202.45,923,2174.05,20141201
CGG_MY25-AU,984,2127.90,75,233.60,1059,2361.50,20141201
CGG_MY26-AU,938,2310.35,55,181.80,993,2492.15,20141201
CGG_MY31-AU,515,1224.40,61,220.55,576,1444.95,20141201
CGG_MY32-AU,550,1386.25,51,177.95,601,1564.20,20141201
CGG_MY33-AU,293,813.65,53,241.85,346,1055.50,20141201
CGG_MY34-AU,286,950.30,46,190.55,332,1140.85,20141201
CGG_MY35-AU,253,661.25,32,129.35,285,790.60,20141201
CGG_MY41-AU,1658,3567.75,151,491.05,1809,4058.80,20141201
CGG_MY42-AU,2213,4270.15,135,410.45,2348,4680.60,20141201
CGG_MY43-AU,756,2179.65,12,43.70,768,2223.35,20141201
CGG_MY44-AU,411,1214.85,45,156.85,456,1371.70,20141201
CGG_MY45-AU,754,2303.30,116,479.30,870,2782.60,20141201
CGG_MY46-AU,1523,4792.75,157,605.50,1680,5398.25,20141201
CGG_MY47-AU,1166,3546.65,139,522.95,1305,4069.60,20141201
CGG_MY51-AU,904,3075.65,155,865.55,1059,3941.20,20141201
CGG_MY52-AU,848,3313.55,257,1819.30,1105,5132.85,20141201
CGG_MY53-AU,586,2055.20,114,608.05,700,2663.25,20141201
CGG_MY54-AU,850,3392.50,197,1411.75,1047,4804.25,20141201
CGG_MY55-AU,998,3532.45,183,920.50,1181,4452.95,20141201
CGG_MY56-AU,854,3552.45,246,1743.45,1100,5295.90,20141201
CGG_MY57-AU,842,3034.00,163,857.40,1005,3891.40,20141201
CGG_PNR1-AU,638,1926.40,232,696.00,870,2622.40,20141201
CGG_PNR2-AU,64,192.00,18,54.00,82,246.00,20141201
CGG_RBX4-AU,308,1018.25,76,330.55,384,1348.80,20141201
CGG_RBX5-AU,178,805.95,77,372.50,255,1178.45,20141201
CGG_RBX6-AU,397,1769.20,262,1280.55,659,3049.75,20141201
CGG_RBX7-AU,271,1150.00,233,1129.30,504,2279.30,20141201
CGG_RS11-AU,654,1087.35,49,132.25,703,1219.60,20141201
CGG_RS13-AU,498,734.25,34,126.80,532,861.05,20141201
CGG_RS14-AU,128,148.45,7,23.10,135,171.55,20141201
CGG_RS15-AU,702,1316.35,87,292.95,789,1609.30,20141201
CGG_RS16-AU,1394,2051.85,77,220.50,1471,2272.35,20141201
CGG_RS20-AU,1419,2248.20,99,257.10,1518,2505.30,20141201
CGG_RS21-AU,1547,2763.10,133,354.65,1680,3117.75,20141201
CGG_RS22-AU,2420,3864.35,139,394.60,2559,4258.95,20141201
CGG_RS23-AU,1776,3279.40,166,519.10,1942,3798.50,20141201
CGG_RS30-AU,1476,2691.00,127,373.40,1603,3064.40,20141201
CGG_RS31-AU,1529,3260.55,126,436.15,1655,3696.70,20141201
CGG_RS32-AU,888,1697.30,76,225.35,964,1922.65,20141201
CGG_RS33-AU,1105,2362.35,101,320.35,1206,2682.70,20141201
CGG_RS41-AU,1174,2363.10,118,360.90,1292,2724.00,20141201
CGG_RS42-AU,1250,2956.35,116,383.35,1366,3339.70,20141201
CGG_RS43-AU,706,1504.55,90,320.40,796,1824.95,20141201
CGG_RS44-AU,484,1179.95,59,209.30,543,1389.25,20141201
CGG_RS45-AU,1281,2604.45,101,307.40,1382,2911.85,20141201
CGG_RS46-AU,821,1958.55,89,322.40,910,2280.95,20141201
CGG_RS50-AU,462,943.60,0,0.00,462,943.60,20141201
CGG_RS53-AU,809,2053.25,110,377.45,919,2430.70,20141201
CGG_RSX1-AU,451,585.05,11,37.45,462,622.50,20141201
CGG_RSX2-AU,613,1186.25,46,166.75,659,1353.00,20141201
CGG_RSX3-AU,557,1182.80,27,106.25,584,1289.05,20141201
CGG_RT12-AU,950,2594.10,121,578.60,1071,3172.70,20141201
CGG_SS31-AU,807,1406.30,42,126.15,849,1532.45,20141201
CGG_SS32-AU,583,1079.15,38,148.05,621,1227.20,20141201
CGG_SW30-AU,359,1290.55,109,849.25,468,2139.80,20141201
CGG_SW31-AU,1038,3028.30,99,389.95,1137,3418.25,20141201
CGG_SW32-AU,434,1519.70,113,1151.25,547,2670.95,20141201
CGG_SW33-AU,424,1264.45,54,218.10,478,1482.55,20141201
CGG_SW34-AU,459,1875.55,198,1941.10,657,3816.65,20141201
CGG_SW35-AU,550,1691.35,83,335.55,633,2026.90,20141201
CGG_TM10-AU,1746,4851.00,415,1851.65,2161,6702.65,20141201
CGG_TMX3-AU,1241,4577.05,326,2243.55,1567,6820.60,20141201
CGG_TMX4-AU,1835,6192.00,329,2079.60,2164,8271.60,20141201
CGG_TMX5-AU,1819,5944.90,540,3956.55,2359,9901.45,20141201
CGG_TMX6-AU,1823,6476.80,530,3684.70,2353,10161.50,20141201
CGG_TMX7-AU,1198,3366.05,377,1689.15,1575,5055.20,20141201
CGG_TMX8-AU,1851,5475.95,995,4656.45,2846,10132.40,20141201
CGG_TMX9-AU,2222,6121.35,449,1949.00,2671,8070.35,20141201
CGG_TPX1-AU,866,1951.45,179,656.65,1045,2608.10,20141201
CGG_US10-AU,1222,2446.35,108,327.25,1330,2773.60,20141201
CGG_WB11-AU,74,350.35,87,514.35,161,864.70,20141201
CGG_WB12-AU,56,250.50,19,95.35,75,345.85,20141201
CGG_WB13-AU,61,299.30,96,563.60,157,862.90,20141201
CGG_WB14-AU,12,43.90,2,11.00,14,54.90,20141201
CGG_WB15-AU,87,401.00,139,826.25,226,1227.25,20141201
CGG_WB16-AU,166,685.85,83,416.05,249,1101.90,20141201
CGG_WBF1-AU,245,724.65,39,196.25,284,920.90,20141201
CGG_WBF2-AU,265,819.30,36,152.45,301,971.75,20141201
CGG_WES1-AU,382,1564.05,150,1112.40,532,2676.45,20141201
CGG_WES2-AU,640,2595.05,205,1358.00,845,3953.05,20141201
CGG_YA11-AU,781,1762.75,75,219.25,856,1982.00,20141201
CGG_YA13-AU,1764,3540.25,134,399.65,1898,3939.90,20141201
CGG_YA14-AU,964,2065.80,103,314.90,1067,2380.70,20141201
CGG_YA18-AU,1067,2359.70,113,356.70,1180,2716.40,20141201
CGG_YA20-AU,1524,3448.10,139,463.55,1663,3911.65,20141201
CGG_YA21-AU,1117,2276.55,92,277.40,1209,2553.95,20141201
CGG_YA23-AU,1042,2250.30,91,308.00,1133,2558.30,20141201
CGG_YA31-AU,1572,3658.00,132,460.45,1704,4118.45,20141201
CGG_YA32-AU,1152,2544.00,96,304.15,1248,2848.15,20141201
CGG_YA34-AU,979,2609.65,108,520.60,1087,3130.25,20141201
CGG_YA35-AU,978,2909.50,141,691.75,1119,3601.25,20141201
CGG_YA36-AU,727,1973.85,93,456.75,820,2430.60,20141201
CGG_YAX1-AU,867,2660.15,181,906.80,1048,3566.95,20141201
CGG_YAX2-AU,631,1908.90,127,542.35,758,2451.25,20141201
CGG_YAX3-AU,400,1221.65,66,349.35,466,1571.00,20141201
CGG_YAX4-AU,417,1311.65,103,531.20,520,1842.85,20141201
CGG_YCX1-AU,519,1517.85,95,569.30,614,2087.15,20141201
CGG_AP21-AU,411,975.40,99,369.85,510,1345.25,20141101
CGG_BC13-AU,15,47.90,4,20.50,19,68.40,20141101
CGG_BC14-AU,24,125.30,25,141.10,49,266.40,20141101
CGG_BC21-AU,271,1150.00,179,1969.25,450,3119.25,20141101
CGG_BC41-AU,322,1246.15,159,914.45,481,2160.60,20141101
CGG_BC42-AU,115,486.70,42,237.85,157,724.55,20141101
CGG_BC43-AU,172,742.00,272,1585.70,444,2327.70,20141101
CGG_BR14-AU,20,47.10,2,7.50,22,54.60,20141101
CGG_BR15-AU,65,192.30,9,40.00,74,232.30,20141101
CGG_BR16-AU,40,71.80,11,46.25,51,118.05,20141101
CGG_BR22-AU,415,982.40,88,315.45,503,1297.85,20141101
CGG_BR23-AU,562,1666.80,179,1015.60,741,2682.40,20141101
CGG_BR26-AU,771,1793.80,148,581.15,919,2374.95,20141101
CGG_BR31-AU,867,2203.10,119,564.25,986,2767.35,20141101
CGG_BR32-AU,776,1768.80,69,226.15,845,1994.95,20141101
CGG_BR33-AU,346,822.20,33,144.35,379,966.55,20141101
CGG_BR34-AU,1359,2813.80,98,350.60,1457,3164.40,20141101
CGG_BR35-AU,820,2171.85,114,524.30,934,2696.15,20141101
CGG_BR41-AU,128,545.05,127,728.60,255,1273.65,20141101
CGG_BR42-AU,546,1473.35,171,738.70,717,2212.05,20141101
CGG_BR43-AU,87,389.75,152,900.75,239,1290.50,20141101
CGG_BR44-AU,307,926.85,50,223.70,357,1150.55,20141101
CGG_BR45-AU,106,472.30,111,642.60,217,1114.90,20141101
CGG_BS11-AU,123,626.70,147,871.85,270,1498.55,20141101
CGG_BS12-AU,369,1239.80,81,429.35,450,1669.15,20141101
CGG_BS13-AU,159,881.45,157,922.95,316,1804.40,20141101
CGG_BS16-AU,94,438.70,132,771.95,226,1210.65,20141101
CGG_BS17-AU,507,1632.35,79,779.90,586,2412.25,20141101
CGG_BS18-AU,497,1291.00,109,542.65,606,1833.65,20141101
CGG_BS21-AU,1315,2968.35,93,346.10,1408,3314.45,20141101
CGG_BS22-AU,944,1751.70,64,207.45,1008,1959.15,20141101
CGG_BS23-AU,1022,2308.05,105,361.70,1127,2669.75,20141101
CGG_BS24-AU,1159,2407.45,90,273.55,1249,2681.00,20141101
CGG_BS25-AU,1324,3170.05,148,506.05,1472,3676.10,20141101
CGG_BS26-AU,1813,4242.65,152,487.20,1965,4729.85,20141101
CGG_BS27-AU,1995,5242.75,250,846.90,2245,6089.65,20141101
CGG_BS29-AU,876,2502.15,109,406.70,985,2908.85,20141101
CGG_BS31-AU,671,1936.25,72,274.95,743,2211.20,20141101
CGG_BS32-AU,1051,2938.55,123,434.90,1174,3373.45,20141101
CGG_BS34-AU,126,364.65,10,31.85,136,396.50,20141101
CGG_BS35-AU,692,1925.20,73,278.00,765,2203.20,20141101
CGG_BS36-AU,1856,5365.65,168,629.70,2024,5995.35,20141101
CGG_BS37-AU,1702,4827.20,179,691.75,1881,5518.95,20141101
CGG_BS51-AU,142,473.95,30,120.55,172,594.50,20141101
CGG_BS52-AU,87,338.45,18,105.00,105,443.45,20141101
CGG_BS53-AU,145,570.80,22,123.10,167,693.90,20141101
CGG_BS54-AU,145,571.85,24,110.60,169,682.45,20141101
CGG_CCX1-AU,206,1131.10,238,3017.80,444,4148.90,20141101
CGG_CCX2-AU,258,1635.85,168,2034.90,426,3670.75,20141101
CGG_CCX3-AU,44,263.80,32,339.30,76,603.10,20141101
CGG_CCX4-AU,23,172.80,40,513.10,63,685.90,20141101
CGG_CCX5-AU,165,1332.45,163,2132.90,328,3465.35,20141101
CGG_CCX6-AU,54,384.70,97,1477.40,151,1862.10,20141101
CGG_CL11-AU,711,1773.15,114,434.30,825,2207.45,20141101
CGG_CLX2-AU,782,1729.20,54,178.60,836,1907.80,20141101
CGG_CPX1-AU,1748,5113.80,244,1120.30,1992,6234.10,20141101
CGG_CPX2-AU,1124,3341.10,235,1031.70,1359,4372.80,20141101
CGG_CS21-AU,797,2617.85,158,882.40,955,3500.25,20141101
CGG_CS22-AU,596,1383.55,92,334.20,688,1717.75,20141101
CGG_CUX2-AU,151,347.15,51,201.25,202,548.40,20141101
CGG_EB29-AU,468,1388.80,73,324.25,541,1713.05,20141101
CGG_EB31-AU,671,1831.80,80,316.10,751,2147.90,20141101
CGG_EB32-AU,799,2111.60,104,448.05,903,2559.65,20141101
CGG_EB33-AU,1360,3651.80,179,742.90,1539,4394.70,20141101
CGG_EB34-AU,501,1185.00,44,178.75,545,1363.75,20141101
CGG_EB35-AU,1113,3148.00,171,747.95,1284,3895.95,20141101
CGG_EB36-AU,1142,3154.30,177,814.80,1319,3969.10,20141101
CGG_EB41-AU,712,2173.20,112,679.25,824,2852.45,20141101
CGG_EB42-AU,146,602.60,114,676.25,260,1278.85,20141101
CGG_EB44-AU,123,491.30,123,723.35,246,1214.65,20141101
CGG_EB46-AU,44,182.45,65,376.60,109,559.05,20141101
CGG_FM21-AU,511,2136.60,232,2412.20,743,4548.80,20141101
CGG_FM22-AU,401,1592.10,265,3508.70,666,5100.80,20141101
CGG_FM23-AU,365,1296.60,309,3934.25,674,5230.85,20141101
CGG_FM24-AU,370,1354.80,253,3293.50,623,4648.30,20141101
CGG_FS21-AU,339,1186.60,102,1030.55,441,2217.15,20141101
CGG_FS22-AU,331,1005.55,74,374.90,405,1380.45,20141101
CGG_FS23-AU,170,525.35,123,1612.45,293,2137.80,20141101
CGG_FS24-AU,338,1050.25,90,505.60,428,1555.85,20141101
CGG_FS25-AU,373,1119.05,108,591.20,481,1710.25,20141101
CGG_FS26-AU,350,1100.60,104,574.90,454,1675.50,20141101
CGG_FS31-AU,914,2057.90,90,288.50,1004,2346.40,20141101
CGG_FS32-AU,946,2201.85,111,430.45,1057,2632.30,20141101
CGG_FS33-AU,1753,3551.45,120,384.10,1873,3935.55,20141101
CGG_GC13-AU,173,767.10,158,915.25,331,1682.35,20141101
CGG_GH11-AU,17,35.85,2,6.25,19,42.10,20141101
CGG_GH15-AU,207,626.00,66,295.55,273,921.55,20141101
CGG_GH21-AU,665,1223.20,49,150.50,714,1373.70,20141101
CGG_GH23-AU,1478,2326.70,137,455.30,1615,2782.00,20141101
CGG_GH24-AU,2201,3755.25,181,543.15,2382,4298.40,20141101
CGG_GH31-AU,1481,2693.70,137,467.25,1618,3160.95,20141101
CGG_GH32-AU,1280,2447.65,132,424.80,1412,2872.45,20141101
CGG_GH33-AU,722,1806.45,68,282.40,790,2088.85,20141101
CGG_GH34-AU,1193,2876.25,100,353.05,1293,3229.30,20141101
CGG_GH36-AU,1276,3045.95,78,262.30,1354,3308.25,20141101
CGG_GHX1-AU,829,2448.50,190,949.80,1019,3398.30,20141101
CGG_GHX3-AU,486,1343.40,131,679.15,617,2022.55,20141101
CGG_GHX5-AU,358,1086.00,105,597.45,463,1683.45,20141101
CGG_GM11-AU,123,425.90,43,201.20,166,627.10,20141101
CGG_GM16-AU,169,505.80,41,174.35,210,680.15,20141101
CGG_HAY1-AU,345,2675.65,864,7518.40,1209,10194.05,20141101
CGG_HAY2-AU,376,2681.15,777,6750.35,1153,9431.50,20141101
CGG_HAY3-AU,756,4169.95,583,4823.80,1339,8993.75,20141101
CGG_JSX1-AU,1171,2464.95,139,465.35,1310,2930.30,20141101
CGG_JSX2-AU,1269,2581.40,147,489.80,1416,3071.20,20141101
CGG_LM11-AU,871,1654.25,117,404.75,988,2059.00,20141101
CGG_LM12-AU,678,1066.40,70,229.20,748,1295.60,20141101
CGG_LM13-AU,0,0.00,0,0.00,0,0.00,20141101
CGG_LM14-AU,423,679.10,45,169.30,468,848.40,20141101
CGG_LM15-AU,588,1123.90,69,238.00,657,1361.90,20141101
CGG_LM16-AU,923,1881.35,141,507.85,1064,2389.20,20141101
CGG_LM30-AU,984,1734.95,64,183.00,1048,1917.95,20141101
CGG_LM32-AU,1465,2478.45,99,274.05,1564,2752.50,20141101
CGG_LM41-AU,1110,1928.20,61,159.80,1171,2088.00,20141101
CGG_LM42-AU,902,1524.25,74,224.20,976,1748.45,20141101
CGG_LM43-AU,1577,2064.60,90,232.00,1667,2296.60,20141101
CGG_LM44-AU,1789,2727.95,119,355.30,1908,3083.25,20141101
CGG_LMX2-AU,224,1065.90,129,1615.55,353,2681.45,20141101
CGG_LR11-AU,905,1843.00,63,194.90,968,2037.90,20141101
